"Rank","Release_Group","Worldwide_Gross","Domestic_Gross","Domestic_Percent","Foreign_Gross","Foreign_Percent","Year","Genres","Rating","Vote_Count","Original_Language","Production_Countries","Release Date","Description","No_of_Persons_Voted","Directed by","Written by","Duration","hours","minutes","Duration_min","Year_Group","Genre_Simplified","avg_rating","avg_gross","Quadrant"
95,"Vice",76073488,47836282,62.9,28237206,37.1,2018,"Comedy, Drama",7.022,3334,"en","United States of America","Jan 16, 2015","Julian Michaels (Bruce Willis) has designed the ultimate resort: VICE, where anything goes and the customers can play out their wildest fantasies with artificial inhabitants who look, think and feel like humans. When an artificial (Ambyr Childers) becomes self-aware and escapes, she finds herself caught in the crossfire between Julian's mercenaries and a cop (Thomas Jane) who is hell-bent on shutting down Vice, and stopping the violence once and for all.",4,"Raul Inglis","Raul Inglis","1 h 39 m",1,39,99,"2017-2024","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
95,"Vice",76073488,47836282,62.9,28237206,37.1,2018,"Comedy, Drama",7.022,3334,"en","United States of America","Jan 16, 2015","Julian Michaels (Bruce Willis) has designed the ultimate resort: VICE, where anything goes and the customers can play out their wildest fantasies with artificial inhabitants who look, think and feel like humans. When an artificial (Ambyr Childers) becomes self-aware and escapes, she finds herself caught in the crossfire between Julian's mercenaries and a cop (Thomas Jane) who is hell-bent on shutting down Vice, and stopping the violence once and for all.",4,"Raul Inglis","Raul Inglis","1 h 39 m",1,39,99,"2017-2024","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
96,"Widows",75984700,42402632,55.8,33582068,44.2,2018,"Crime, Thriller",6.492,2292,"en","United Kingdom, United States of America","Nov 16, 2018","Widows is the story of four women with nothing in common except a debt left behind by their dead husbands' criminal activities. Set in contemporary Chicago, amid a time of turmoil, tensions build when Veronica (Viola Davis), Alice (Elizabeth Debicki), Linda (Michelle Rodriguez) and Belle (Cynthia Erivo) take their fate into their own hands and conspire to forge a future on their own terms.",282,"Steve McQueen","Gillian Flynn, Steve McQueen, Lynda La Plante","2 h 9 m",2,9,129,"2017-2024","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
97,"Sicario: Day of the Soldado",75837743,50072235,66,25765508,34,2018,"Action, Crime, Thriller",6.9,3582,"en","Mexico, United States of America","Jun 29, 2018","In the drug war, there are no rules – and as the cartels have begun trafficking terrorists across the US border, federal agent Matt Graver (Josh Brolin) calls on the mysterious Alejandro (Benicio Del Toro), whose family was murdered by a cartel kingpin, to escalate the war in nefarious ways. Alejandro kidnaps the kingpin’s daughter to inflame the conflict – but when the girl is seen as collateral damage, her fate will come between the two men as they question everything they are fighting for.",295,"Stefano Sollima","Taylor Sheridan","2 h 2 m",2,2,122,"2017-2024","Action",6.54830329153605,156739315.50209,"High Rating & Low Gross"
98,"Searching",75462037,26020957,34.5,49441080,65.5,2018,"Drama, Mystery, Thriller",7.581,3851,"en","Russia, United States of America","Aug 24, 2018","After David Kim (John Cho)’s 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter’s laptop. In a hyper-modern thriller told via the technology devices we use every day to communicate, David must trace his daughter’s digital footprints before she disappears forever.",344,"Aneesh Chaganty","Aneesh Chaganty, Sev Ohanian","1 h 42 m",1,42,102,"2017-2024","Thriller",6.54830329153605,156739315.50209,"High Rating & Low Gross"
99,"The Spy Who Dumped Me",75320680,33562069,44.6,41758611,55.4,2018,"Comedy, Action, Adventure",6.4,2214,"en","United States of America","Aug 3, 2018","Audrey (Mila Kunis) and Morgan (Kate McKinnon), two thirty-year-old best friends in Los Angeles, are thrust unexpectedly into an international conspiracy when Audrey’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail. Surprising even themselves, the duo jump into action, on the run throughout Europe from assassins and a suspicious-but-charming British agent, as they hatch a plan to save the world.
",199,"Susanna Fogel","Susanna Fogel, David Iserson","1 h 57 m",1,57,117,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
102,"Second Act",72282227,39282227,54.3,3.3e+07,45.7,2018,"Romance, Comedy",6.3,1189,"en","United States of America","Dec 21, 2018","Second Act is a comedy in the vein of Working Girl and Maid In Manhattan.  Jennifer Lopez stars as Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until, that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a Second Act.",154,"Peter Segal","Justin Zackham, Elaine Goldsmith-Thomas","1 h 43 m",1,43,103,"2017-2024","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
104,"Shoplifters",67999335,3313513,4.9,64685822,95.1,2018,"Drama, Crime, Thriller",7.855,2050,"ja","Japan","Nov 23, 2018","After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu’s wife agrees to take care of her after learning of the hardships she faces.Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them.",317,"Hirokazu Koreeda","Hirokazu Koreeda","2 h 1 m",2,1,121,"2017-2024","Thriller",6.54830329153605,156739315.50209,"High Rating & Low Gross"
105,"12 Strong",67359190,45819713,68,21539477,32,2018,"War, Drama, Action, History",6.3,2951,"en","United States of America","Jan 19, 2018","12 Strong is set in the harrowing days following 9/11 when a U.S. Special Forces team, led by their new Captain, Mitch Nelson (Chris Hemsworth), is chosen to be the first U.S. troops sent into Afghanistan for an extremely dangerous mission. There, in the rugged mountains, they must convince Northern Alliance General Dostum (Navid Negahban) to join forces with them to fight their common adversary: the Taliban and their Al Qaeda allies. In addition to overcoming mutual distrust and a vast cultural divide, the Americans—accustomed to state-of-the-art warfare—must adopt the rudimentary tactics of the Afghani horse soldiers. But despite their uneasy bond, the new allies face overwhelming odds: outnumbered and outgunned by a ruthless enemy that does not take prisoners.",138,"Nicolai Fuglsig","Ted Tally, Peter Craig, Doug Stanton","2 h 10 m",2,10,130,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
106,"Love, Simon",66316289,40826341,61.6,25489948,38.4,2018,"Comedy, Drama, Romance",8,6028,"en","United States of America","Mar 16, 2018","Everyone deserves a great love story. But for 17-year-old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.",330,"Greg Berlanti","Becky Albertalli, Elizabeth Berger, Isaac Aptaker","1 h 50 m",1,50,110,"2017-2024","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
107,"Mile 22",66308758,36108758,54.5,30200000,45.5,2018,"Action, Thriller",6.221,2209,"en","China, Colombia, United States of America","Aug 17, 2018","James Silva (Mark Wahlberg) is an operative of the CIA's most highly-prized and least-understood unit. Aided by a top-secret tactical command team, Silva must retrieve and transport an asset who holds life-threatening information to Mile 22 for extraction before the enemy closes in.",125,"Peter Berg","Graham Roland, Lea Carpenter","1 h 34 m",1,34,94,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
108,"Life of the Party",65659911,53059911,80.8,12600000,19.2,2018,"Comedy",6.121,982,"en","United States of America","May 11, 2018","When her husband suddenly dumps her, longtime dedicated housewife Deanna (Melissa McCarthy) turns regret into re-set by going back to college…landing in the same class and school as her daughter, who’s not entirely sold on the idea. Plunging headlong into the campus experience, the increasingly outspoken Deanna—now Dee Rock—embraces freedom, fun and frat boys on her own terms, finding her true self in a senior year no one ever expected.",73,"Ben Falcone","Melissa McCarthy, Ben Falcone","1 h 45 m",1,45,105,"2017-2024","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
110,"Capernaum",64417003,1661096,2.6,62755907,97.4,2018,"Drama",8.2,1712,"ar","France, Lebanon, United Kingdom, United States of America","Dec 14, 2018","Capernaum (Chaos) tells the story of Zain (Zain al Rafeea), a Lebanese boy who sues his parents for the ""crime"" of giving him life. Capernaum follows Zain, a gutsy streetwise child as he flees his negligent parents, survives through his wits on the streets, takes care of Ethiopian refugee Rahil (Yordanos Shiferaw) and her baby son, Yonas (Boluwatife Treasure Bankole), being jailed for a crime, and finally, seeks justice in a courtroom. [Sony Pictures Classics]",115,"Nadine Labaki","Nadine Labaki, Jihad Hojeily, Michelle Keserwany, Georges Khabbaz, Khaled Mouzanar","2 h 6 m",2,6,126,"2017-2024","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
111,"Isle of Dogs",64241499,32015231,49.8,32226268,50.2,2018,"Adventure, Comedy, Animation",7.853,4893,"en","Germany, United States of America","Mar 23, 2018","Isle of Dogs tells the story of Atari Kobayashi, 12-year-old ward to corrupt Mayor Kobayashi. When, by Executive Decree, all the canine pets of Megasaki City are exiled to a vast garbage-dump called Trash Island, Atari sets off alone in a miniature Junior-Turbo Prop and flies across the river in search of his bodyguard-dog, Spots. There, with the assistance of a pack of newly-found mongrel friends, he begins an epic journey that will decide the fate and future of the entire Prefecture.",549,"Wes Anderson","Wes Anderson, Roman Coppola, Jason Schwartzman, Kunichi Nomura","1 h 41 m",1,41,101,"2017-2024","Adventure",6.54830329153605,156739315.50209,"High Rating & Low Gross"
114,"The 15:17 to Paris",57176286,36276286,63.4,20900000,36.6,2018,"Drama, Thriller",5.4,1589,"en","United States of America","Feb 9, 2018","In the early evening of August 21, 2015, the world watched in stunned silence as the media reported a thwarted terrorist attack on Thalys train #9364 bound for Paris—an attempt prevented by three courageous young Americans traveling through Europe.  The film follows the course of the friends’ lives, from the struggles of childhood through finding their footing in life, to the series of unlikely events leading up to the attack.  Throughout the harrowing ordeal, their friendship never wavers, making it their greatest weapon and allowing them to save the lives of the more than 500 passengers on board.",106,"Clint Eastwood","Dorothy Blyskal, Anthony Sadler, Alek Skarlatos, Spencer Stone, Jeffrey E. Stern","1 h 34 m",1,34,94,"2017-2024","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
117,"Early Man",54622814,8267544,15.1,46355270,84.9,2018,"Family, Comedy, Animation, Adventure",6.141,796,"en","France, United Kingdom, United States of America","Feb 16, 2018","Set at the dawn of time, when prehistoric creatures roamed the earth, Early Man tells the story of courageous caveman Dug (Eddie Redmayne) and his best friend Hognob as they unite his tribe against a mighty enemy Lord Nooth (Tom Hiddleston) and his Bronze Age City to save their home.",99,"Nick Park","Mark Burton, James Higginson, Nick Park, John O'Farrell","1 h 29 m",1,29,89,"2017-2024","Adventure",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
118,"Peppermint",53918723,35418723,65.7,18500000,34.3,2018,"Action, Thriller",6.717,2055,"en","China, United States of America","Sep 7, 2018","Peppermint is an action thriller which tells the story of young mother Riley North (Jennifer Garner) who awakens from a coma after her husband and daughter are killed in a brutal attack on the family.  When the system frustratingly shields the murderers from justice, Riley sets out to transform herself from citizen to urban guerilla.  Channeling her frustration into personal motivation, she spends years in hiding honing her mind, body and spirit to become an unstoppable force - eluding the underworld, the LAPD and the FBI -  as she methodically delivers her personal brand of justice.",112,"Pierre Morel","Chad St. John","1 h 41 m",1,41,101,"2017-2024","Action",6.54830329153605,156739315.50209,"High Rating & Low Gross"
120,"Slender Man",51738549,30569484,59.1,21169065,40.9,2018,"Horror, Mystery, Thriller",4.284,1998,"en","United States of America","Aug 10, 2018","In a small town in Massachusetts, four high school girls perform a ritual in an attempt to debunk the lore of Slender Man. When one of the girls goes mysteriously missing, they begin to suspect that she is, in fact, his latest victim.",201,"Sylvain White","David Birke, Victor Surge","1 h 33 m",1,33,93,"2017-2024","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
121,"Breaking In",51411620,46840590,91.1,4571030,8.9,2018,"Thriller, Crime, Action",5.994,660,"en","United States of America","May 11, 2018","Shaun Russell (Gabrielle Union) will stop at nothing to rescue her two children being held hostage in a house designed with impenetrable security.  No trap, no trick and especially no man inside can match a mother with a mission when she is determined.",34,"James McTeigue","Ryan Engle, Jaime Primak Sullivan","1 h 28 m",1,28,88,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
126,"Death Wish",49562710,34017028,68.6,15545682,31.4,2018,"Action, Crime, Thriller",6.2,2565,"en","United States of America","Jul 24, 1974","A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.",484,"Eli Roth","Joe Carnahan, Brian Garfield, Wendell Mayes","1 h 47 m",1,47,107,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
126,"Death Wish",49562710,34017028,68.6,15545682,31.4,2018,"Action, Crime, Thriller",6.2,2565,"en","United States of America","Jul 24, 1974","A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.",484,"Eli Roth","Joe Carnahan, Brian Garfield, Wendell Mayes","1 h 47 m",1,47,107,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
126,"Death Wish",49562710,34017028,68.6,15545682,31.4,2018,"Action, Crime, Thriller",6.2,2565,"en","United States of America","Mar 2, 2018","Dr. Paul Kersey (Bruce Willis) is a surgeon who only sees the aftermath of Chicago violence when it is rushed into his ER - until his wife (Elisabeth Shue) and college-age daughter (Camila Morrone) are viciously attacked in their suburban home. With the police overloaded with crimes, Paul, burning for revenge, hunts his family's assailants to deliver justice. As the anonymous slayings of criminals grabs the media's attention, the city wonders if this deadly vigilante is a guardian angel or a grim reaper. [MGM]",484,"Eli Roth","Joe Carnahan, Brian Garfield, Wendell Mayes","1 h 47 m",1,47,107,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
126,"Death Wish",49562710,34017028,68.6,15545682,31.4,2018,"Action, Crime, Thriller",6.2,2565,"en","United States of America","Mar 2, 2018","Dr. Paul Kersey (Bruce Willis) is a surgeon who only sees the aftermath of Chicago violence when it is rushed into his ER - until his wife (Elisabeth Shue) and college-age daughter (Camila Morrone) are viciously attacked in their suburban home. With the police overloaded with crimes, Paul, burning for revenge, hunts his family's assailants to deliver justice. As the anonymous slayings of criminals grabs the media's attention, the city wonders if this deadly vigilante is a guardian angel or a grim reaper. [MGM]",484,"Eli Roth","Joe Carnahan, Brian Garfield, Wendell Mayes","1 h 47 m",1,47,107,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
129,"Mary Queen of Scots",46712809,16468499,35.3,30244310,64.7,2018,"Drama, History",6.564,1778,"en","United Kingdom, United States of America","Dec 7, 2018","Mary Queen of Scots explores the turbulent life of the charismatic Mary Stuart.  Queen of France at 16 and widowed at 18, Mary defies pressure to remarry. Instead, she returns to her native Scotland to reclaim her rightful throne. But Scotland and England fall under the rule of the compelling Elizabeth 1.  Each young Queen beholds her “sister” in fear and fascination. Rivals in power and in love, and female regents in a masculine world, the two must decide how to play the game of marriage versus independence. Determined to rule as much more than a figurehead, Mary asserts her claim to the English throne, threatening Elizabeth’s sovereignty. Betrayal, rebellion, and conspiracies within each court imperil both thrones – and change the course of history.",117,"Josie Rourke","Beau Willimon, John Guy","2 h 4 m",2,4,124,"2017-2024","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
130,"Uncle Drew",46664414,42469946,91,4194468,9,2018,"Comedy",6.7,551,"en","United States of America","Jun 29, 2018","After draining his life savings to enter a team in the Rucker Classic street ball tournament in Harlem, Dax (Lil Rel Howery) is dealt a series of unfortunate setbacks, including losing his team to his longtime rival (Nick Kroll). Desperate to win the tournament and the cash prize, Dax stumbles upon the man, the myth, the legend Uncle Drew (Kyrie Irving) and convinces him to return to the court one more time. The two men embark on a road trip to round up Drew's old basketball squad (Shaquille O'Neal, Chris Webber, Reggie Miller, Nate Robinson, and Lisa Leslie) and prove that a group of septuagenarians can still win the big one.",28,"Charles Stone III","Jay Longino","1 h 43 m",1,43,103,"2017-2024","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
134,"Winchester",44019588,25091816,57,18927772,43,2018,"Horror, Thriller",5.895,1727,"en","Australia, United States of America","Feb 2, 2018","On an isolated stretch of land 50 miles outside of San Francisco sits the most haunted house in the world. Built by Sarah Winchester, (Helen Mirren) heiress to the Winchester fortune, it is a house that knows no end. Constructed in an incessant twenty-four hour a day, seven day a week mania for decades, it stands seven stories tall and contains hundreds of rooms. To the outsider it looks like a monstrous monument to a disturbed woman’s madness. But Sarah is not building for herself, for her niece (Sarah Snook) or for the brilliant Doctor Eric Price (Jason Clarke) whom she has summoned to the house. She is building a prison, an asylum for hundreds of vengeful ghosts, and the most terrifying among them have a score to settle with the Winchesters.",106,"Michael Spierig, 
    
      Peter Spierig","Tom Vaughan, Michael Spierig, Peter Spierig","1 h 39 m",1,39,99,"2017-2024","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
135,"Annihilation",43070915,32732301,76,10338614,24,2018,"Science Fiction, Horror",6.425,8632,"en","United Kingdom, United States of America","Feb 23, 2018","Lena (Natalie Portman), a biologist and former soldier, joins a mission to uncover what happened to her husband inside Area X - a sinister and mysterious phenomenon that is expanding across the American coastline.  Once inside, the expedition discovers a world of mutated landscape and creatures, as dangerous as it is beautiful, that threatens both their lives and their sanity.",1017,"Alex Garland","Alex Garland, Jeff VanderMeer","1 h 55 m",1,55,115,"2017-2024","Science Fiction",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
136,"The Possession of Hannah Grace",43016528,14837422,34.5,28179106,65.5,2018,"Horror, Drama",5.598,1341,"en","United States of America","Nov 30, 2018","A shocking exorcism spirals out of control, claiming the life of a young woman. Months later, Megan Reed (Shay Mitchell) is working the graveyard shift in the morgue when she takes delivery of a disfigured cadaver. Locked alone inside the basement corridors, Megan begins to experience horrifying visions and starts to suspect that the body may be possessed by a ruthless demonic force.",60,"Diederik Van Rooijen","Brian Sieve","1 h 26 m",1,26,86,"2017-2024","Horror",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
137,"Long Day's Journey Into Night",42140994,521365,1.2,41619629,98.8,2018,"Drama, Mystery",7,233,"zh","China, France, Qatar, Spain, Taiwan","Apr 12, 2019","Bi Gan follows up his knockout debut, Kaili Blues, with this noir-tinged stunner about a lost soul (Jue Huang) on a quest to find a missing woman from his past (Wei Tang). Following leads across Guizhou province, he crosses paths with a series of colorful characters, among them a prickly hairdresser played by Taiwanese superstar Sylvia Chang. When the search leads him to a dingy movie theater, the film launches into an hour-long, gravity-defying 3D sequence shot that plunges its protagonist—and us—into a labyrinthine cityscape. {Kino Lober]",40,"Bi Gan","Bi Gan","2 h 18 m",2,18,138,"2017-2024","Mystery",6.54830329153605,156739315.50209,"High Rating & Low Gross"
138,"Overlord",41657844,21704844,52.1,19953000,47.9,2018,"Horror, War, Science Fiction",6.727,2855,"en","United States of America","Nov 9, 2018","On the eve of D-Day, American paratroopers are dropped behind enemy lines to carry out a mission crucial to the invasion's success. But as they approach their target, they begin to realize there is more going on in this Nazi-occupied village than a simple military operation. They find themselves fighting against supernatural forces, part of a Nazi experiment.",4,"Stuart Cooper","Christopher Hudson, Stuart Cooper","1 h 23 m",1,23,83,"2017-2024","Science Fiction",6.54830329153605,156739315.50209,"High Rating & Low Gross"
140,"The Darkest Minds",41142379,12695691,30.9,28446688,69.1,2018,"Action, Adventure, Drama",7,2806,"en","United States of America","Aug 3, 2018","When teens mysteriously develop powerful new abilities, they are declared a threat by the government and detained. Sixteen-year-old Ruby, one of the most powerful young people anyone has encountered, escapes her camp and joins a group of runaway teens seeking safe haven. Soon this newfound family realizes that, in a world in which the adults in power have betrayed them, running is not enough and they must wage a resistance, using their collective power to take back control of their future.",97,"Jennifer Yuh Nelson","Chad Hodge, Alexandra Bracken","1 h 44 m",1,44,104,"2017-2024","Action",6.54830329153605,156739315.50209,"High Rating & Low Gross"
146,"Show Dogs",39156854,17857020,45.6,21299834,54.4,2018,"Adventure, Crime, Family, Comedy",6,246,"en","United Kingdom, United States of America","May 18, 2018","A human detective (Will Arnett) and his canine partner (Chris ""Ludacris"" Bridges) go undercover at the world's most exclusive dog show to solve his biggest case yet.",130,"Raja Gosnell","Max Botkin, Marc Hyman","1 h 32 m",1,32,92,"2017-2024","Adventure",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
149,"On the Basis of Sex",38673750,24622687,63.7,14051063,36.3,2018,"Drama, History",7.4,1024,"en","United States of America","Dec 25, 2018","Young lawyer Ruth Bader Ginsburg (Felicity Jones) teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of gender discrimination.",60,"Mimi Leder","Daniel Stiepleman","2 h",2,0,120,"2017-2024","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
156,"The Girl in the Spider's Web",35164920,14841338,42.2,20323582,57.8,2018,"Action, Crime, Thriller",6.147,1355,"en","Germany, United Kingdom, United States of America","Nov 9, 2018","Computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",114,"Fede Alvarez","David Lagercrantz, Stieg Larsson, Jay Basu, Fede Alvarez","1 h 57 m",1,57,117,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
157,"The Hate U Give",34934009,29719483,85.1,5214526,14.9,2018,"Crime, Drama",8.118,2120,"en","United States of America","Oct 5, 2018","Starr Carter is constantly switching between two worlds: the poor, mostly black, neighborhood where she lives and the rich, mostly white, prep school she attends. The uneasy balance between these worlds is shattered when Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Now, facing pressures from all sides of the community, Starr must find her voice and stand up for what's right.",144,"George Tillman Jr.","Audrey Wells, Angie Thomas","2 h 13 m",2,13,133,"2017-2024","Crime",6.54830329153605,156739315.50209,"High Rating & Low Gross"
158,"Nobody's Fool",33705333,31713110,94.1,1992223,5.9,2018,"Comedy, Romance",6.2,280,"en","United States of America","Jan 13, 1995","An aging scoundrel (Paul Newman) is given a second chance at being a father when his estranged son and grandson come to town with problems only he can solve.",15,"Robert Benton","Richard Russo, Robert Benton","1 h 50 m",1,50,110,"2017-2024","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
158,"Nobody's Fool",33705333,31713110,94.1,1992223,5.9,2018,"Comedy, Romance",6.2,280,"en","United States of America","Jan 13, 1995","An aging scoundrel (Paul Newman) is given a second chance at being a father when his estranged son and grandson come to town with problems only he can solve.",15,"Robert Benton","Richard Russo, Robert Benton","1 h 50 m",1,50,110,"2017-2024","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
158,"Nobody's Fool",33705333,31713110,94.1,1992223,5.9,2018,"Comedy, Romance",6.2,280,"en","United States of America","Nov 2, 2018","Trying to get back on her feet, wild child Tanya (Tiffany Haddish) looks to her buttoned-up, by the book sister Danica (Tika Sumpter) to help her get back on track. As these polar opposites collide — with hilarious and sometimes disastrous results — Tanya discovers that Danica’s picture-perfect life — including her mysterious boyfriend — may not be what it seems.",15,"Robert Benton","Richard Russo, Robert Benton","1 h 50 m",1,50,110,"2017-2024","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
158,"Nobody's Fool",33705333,31713110,94.1,1992223,5.9,2018,"Comedy, Romance",6.2,280,"en","United States of America","Nov 2, 2018","Trying to get back on her feet, wild child Tanya (Tiffany Haddish) looks to her buttoned-up, by the book sister Danica (Tika Sumpter) to help her get back on track. As these polar opposites collide — with hilarious and sometimes disastrous results — Tanya discovers that Danica’s picture-perfect life — including her mysterious boyfriend — may not be what it seems.",15,"Robert Benton","Richard Russo, Robert Benton","1 h 50 m",1,50,110,"2017-2024","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
160,"The Hurricane Heist",32517248,6115825,18.8,26401423,81.2,2018,"Action, Adventure, Crime, Thriller",5.689,1011,"en","United Kingdom, United States of America","Mar 9, 2018","Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.",47,"Rob Cohen","Scott Windhauser, Jeff Dixon, Anthony Fingleton, Carlos Davis","1 h 43 m",1,43,103,"2017-2024","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
162,"Bad Times at the El Royale",31882724,17839115,56,14043609,44,2018,"Thriller, Mystery, Crime",6.837,3550,"en","United States of America","Oct 12, 2018","Seven strangers, each with a secret to bury, meet at Lake Tahoe's El Royale, a rundown hotel with a dark past. Over the course of one fateful night, everyone will have a last shot at redemption... before everything goes to hell.",306,"Drew Goddard","Drew Goddard","2 h 21 m",2,21,141,"2017-2024","Thriller",6.54830329153605,156739315.50209,"High Rating & Low Gross"
163,"Beautiful Boy",31711319,7649973,24.1,24061346,75.9,2018,"Drama",7.6,2520,"en","United States of America","Oct 12, 2018","Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse, and recovery in a family coping with addiction over many years.",18,"Shawn Ku","Michael Armbruster, Shawn Ku","1 h 40 m",1,40,100,"2017-2024","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
163,"Beautiful Boy",31711319,7649973,24.1,24061346,75.9,2018,"Drama",7.6,2520,"en","United States of America","Oct 12, 2018","Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse, and recovery in a family coping with addiction over many years.",18,"Shawn Ku","Michael Armbruster, Shawn Ku","1 h 40 m",1,40,100,"2017-2024","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
163,"Beautiful Boy",31711319,7649973,24.1,24061346,75.9,2018,"Drama",7.6,2520,"en","United States of America","Jun 3, 2011","Parents in a rocky marriage are hit with the shocking news that their eighteen-year-old son has committed a mass shooting at his college before taking his own life. Separated from the rest of the world by this incomprehensible act, they find their marital troubles gradually taking a back seat to the traumatic situation thrust upon them.(Goldrush Entertainment)",18,"Shawn Ku","Michael Armbruster, Shawn Ku","1 h 40 m",1,40,100,"2017-2024","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
163,"Beautiful Boy",31711319,7649973,24.1,24061346,75.9,2018,"Drama",7.6,2520,"en","United States of America","Jun 3, 2011","Parents in a rocky marriage are hit with the shocking news that their eighteen-year-old son has committed a mass shooting at his college before taking his own life. Separated from the rest of the world by this incomprehensible act, they find their marital troubles gradually taking a back seat to the traumatic situation thrust upon them.(Goldrush Entertainment)",18,"Shawn Ku","Michael Armbruster, Shawn Ku","1 h 40 m",1,40,100,"2017-2024","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
164,"Hunter Killer",31672678,15767460,49.8,15905218,50.2,2018,"Action, Adventure, Thriller",6.899,2168,"en","France, United States of America","Oct 26, 2018","Deep under the Arctic Ocean, American submarine Captain Joe Glass (Gerard Butler) is on the hunt for a U.S. sub in distress when he discovers a secret Russian coup is in the offing, threatening to dismantle the world order. Captain Glass must now assemble an elite group of Navy SEALs to rescue the kidnapped Russian president and sneak through enemy waters to stop WWIII.",87,"Donovan Marsh","Arne Schmidt, Jamie Moss, George Wallace, Don Keith","2 h 2 m",2,2,122,"2017-2024","Action",6.54830329153605,156739315.50209,"High Rating & Low Gross"
165,"Super Troopers 2",31626386,30617396,96.8,1008990,3.2,2018,"Comedy, Crime, Mystery",5.856,463,"en","United States of America","Apr 20, 2018","Everyone's favorite law enforcement team is back by popular demand with the long anticipated follow up to the cult comedy classic... Super Troopers.  When an international border dispute arises between the U.S. and Canada, the Super Troopers- Mac, Thorny, Foster, Rabbit and Farva, are called in to set up a new Highway Patrol station in the disputed area. Unconventional police work follows, and the result is...Super Troopers 2",88,"Jay Chandrasekhar","Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter","1 h 39 m",1,39,99,"2017-2024","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
