"Rank","Release_Group","Worldwide_Gross","Domestic_Gross","Domestic_Percent","Foreign_Gross","Foreign_Percent","Year","Genres","Rating","Vote_Count","Original_Language","Production_Countries","Release Date","Description","No_of_Persons_Voted","Directed by","Written by","Duration","hours","minutes","Duration_min","Year_Group","Genre_Simplified","avg_rating","avg_gross","Quadrant"
68,"The Chorus",82032134,2087128,2.5,79945006,97.5,2004,"Drama",7.73,2415,"fr","France, Germany, Switzerland","Jan 14, 2005","When a music teacher takes a position at a boy's reformatory in 1949 France, he discovers the redemptive power of music.",43,"Christophe Barratier","Georges Chaperot, René Wheeler, Noël-Noël, Christophe Barratier, Philippe Lopes-Curval","1 h 37 m",1,37,97,"2000-2008","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
69,"Exorcist: The Beginning",78110021,41821986,53.5,36288035,46.5,2004,"Horror, Mystery, Thriller",5.4,803,"en","United States of America","Aug 20, 2004","In the place where Evil was born, Father Merrin will finally see its true face.  (Warner Bros.)",54,"Renny Harlin","William Peter Blatty, William Wisher, Caleb Carr, Alexi Hawley","1 h 54 m",1,54,114,"2000-2008","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
70,"The Ladykillers",76665191,39799191,51.9,36866000,48.1,2004,"Comedy, Crime, Thriller",6.132,1588,"en","United States of America","Mar 26, 2004","This retelling of the critically acclaimed 1955 comedy stars Hanks as Goldthwait Higginson Dorr III, Ph.D., a charlatan professor who's assembled a gang of ""experts"" for the heist of the century.  (Touchstone Pictures)",76,"Ethan Coen, 
    
      Joel Coen","Joel Coen, Ethan Coen, William Rose","1 h 44 m",1,44,104,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
73,"Eternal Sunshine of the Spotless Mind",73182700,34400301,47,38775453,53,2004,"Science Fiction, Drama, Romance",8.096,15036,"en","United States of America","Mar 19, 2004","Joel (Carrey) is stunned to discover that his girlfriend Clementine (Winslet) has had her memories of their tumultuous relationship erased.  Out of desperation, he contacts the inventor of the process, Dr. Howard Mierzwiak (Wilkinson), to have Clementine removed from his own memory.  But as Joel's memories progressively disappear, he begins to rediscover his love for Clementine.  (Focus Features)",1087,"Michel Gondry","Charlie Kaufman, Michel Gondry, Pierre Bismuth","1 h 48 m",1,48,108,"2000-2008","Science Fiction",6.54830329153605,156739315.50209,"High Rating & Low Gross"
74,"Without a Paddle",73029190,58169327,79.7,14859863,20.3,2004,"Comedy, Action, Adventure, Thriller",5.6,641,"en","United States of America","Aug 20, 2004","This comic adventure begins when three childhood buddies decide to pursue their boyhood dream of finding legendary bank robber DB Cooper's stash in the Oregon wilderness. (Paramount Pictures)",197,"Steven Brill","Fred Wolf, Harris Goldberg, Tom Nursall, Jay Leggett, Mitch Rouse","1 h 35 m",1,35,95,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
75,"Around the World in 80 Days",72178895,24008137,33.3,48170758,66.7,2004,"Action, Adventure, Comedy",5.933,2506,"en","Germany, Ireland, United Kingdom, United States of America","Jun 16, 2004","Fabulous adventures, hilarious predicaments and exhilarating action await an all-star international cast as three unlikely heroes attempt to settle an outrageous wager in this spectacle based on the novel by Jules Verne. (Walt Disney Pictures)",74,"Frank Coraci","Jules Verne, David N. Titcher, David Benullo, David Andrew Goldstein","2 h",2,0,120,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
76,"Anacondas: The Hunt for the Blood Orchid",70992898,32238923,45.4,38753975,54.6,2004,"Adventure, Action, Horror",5.473,969,"en","United States of America","Aug 27, 2004","This horror-thriller, set in a primitive Borneo jungle, involves a group of scientists on a dangerous journey in search of an extremely rare blood orchid that is rumored to be the source of a youth-preserving serum.  (Screen Gems)",69,"Dwight H. Little","Hans Bauer, Jim Cash, Jack Epps Jr., John Claflin, Daniel Zelman, Michael Miner, Edward Neumeier","1 h 37 m",1,37,97,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
78,"A Cinderella Story",70080371,51438175,73.4,18629734,26.6,2004,"Comedy, Family, Romance",6.564,3207,"en","Canada, United States of America","Jul 16, 2004","In this twisted and hilarious update of the classic fairy tale, Hilary Duff stars as a high school senior whose anonymous cyber soul mate turns out to be her high school's über-popular quarterback (Murray).  (Warner Bros.)",129,"Mark Rosman","Leigh Dunlap","1 h 35 m",1,35,95,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
79,"Tae Guk Gi: The Brotherhood of War",69827583,1111061,1.6,68716522,98.4,2004,"Action, Adventure, Drama, History, War",8.002,666,"ko","South Korea, United States of America","Sep 3, 2004","A story of two brothers set against the backdrop of the Korean War.",36,"Je-kyu Kang","Je-kyu Kang, Sang-don Kim, Han Ji-hoon","2 h 20 m",2,20,140,"2000-2008","Action",6.54830329153605,156739315.50209,"High Rating & Low Gross"
80,"A Very Long Engagement",69424389,6524389,9.4,62900000,90.6,2004,"Drama, Romance, War",7.337,1201,"fr","France, United States of America","Nov 26, 2004","An extraordinary love story set against the background of World War I.",50,"Jean-Pierre Jeunet","Sébastien Japrisot, Jean-Pierre Jeunet, Guillaume Laurant","2 h 13 m",2,13,133,"2000-2008","Romance",6.54830329153605,156739315.50209,"High Rating & Low Gross"
81,"Barbershop 2: Back in Business",65991448,65111277,98.7,880171,1.3,2004,"Comedy, Drama",5.943,279,"en","United States of America","Feb 6, 2004","The crew is back in Barbershop 2.  They're all still there in Calvin's shop, this time with Queen Latifah joining the fun as Gina, a stylist at the beauty shop next door.  The world changes, but some things never go out of style -- you can still say anything you want at the barbershop. [MGM]",14,"Kevin Rodney Sullivan","Mark Brown, Don D. Scott","1 h 46 m",1,46,106,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
82,"Taking Lives",65470529,32682342,49.9,32788187,50.1,2004,"Thriller",6.4,1605,"en","United States of America","Mar 19, 2004","FBI profiler Special Agent Illeana Scott (Jolie) suddenly finds herself on a twisted and terrifying journey, surrounded by suspects in a case that has become chillingly personal.  (Warner Bros.)",143,"D.J. Caruso","Michael Pye, Jon Bokenkamp","1 h 43 m",1,43,103,"2000-2008","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
83,"Miracle",64445708,64378093,99.9,67615,0.1,2004,"Drama, History",7.068,594,"en","United States of America","Feb 6, 2004","The inspiring story of the team that transcended its sport and united a nation with a new feeling of hope.  Based on the exciting true story of one of the greatest moments in modern history, the film captures a time and place where differences could be settled by games and a cold war could be put on ice. (Disney)",49,"Gavin O'Connor","Eric Guggenheim","2 h 15 m",2,15,135,"2000-2008","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
84,"After the Sunset",62657868,28331233,45.2,34326635,54.8,2004,"Action, Comedy, Crime, Drama",6.163,755,"en","United States of America","Nov 12, 2004","This high-stakes action comedy begins where most great heist movies end - with a pair of master thieves escaping to a tropical paradise to enjoy the spoils of their labor. But when an FBI agent, who has pursued them for seven years, becomes convinced that they are actually plotting to pull off a million-dollar theft from a nearby ""diamond cruise,"" a riveting game of cat and mouse begins.  (New Line Cinema)",64,"Brett Ratner","Paul Zbyszewski, Craig Rosenberg","1 h 37 m",1,37,97,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
85,"Two Brothers",62172050,19176754,30.8,42995296,69.2,2004,"Adventure, Drama, Family",7.119,822,"en","France, United Kingdom","Jun 25, 2004","An epic adventure of discovery, survival and wonder, this is a fable about twin tiger brothers born in the wild that become separated as cubs, raised in captivity under completely different circumstances and then reunited as adults when they are pitted against each other in a fighting arena.  (Universal)",40,"Jean-Jacques Annaud","Alain Godard, Jean-Jacques Annaud, Julian Fellowes","1 h 49 m",1,49,109,"2000-2008","Adventure",6.54830329153605,156739315.50209,"High Rating & Low Gross"
86,"Friday Night Lights",61950770,61255921,98.9,694849,1.1,2004,"Drama",6.894,561,"en","United States of America","Oct 8, 2004","A true American story of a group of young athletes, their town and their dreams.  (Universal)",62,"Peter Berg","Buzz Bissinger, David Aaron Cohen, Peter Berg","1 h 58 m",1,58,118,"2000-2008","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
87,"In Good Company",61315215,45806659,74.7,15508556,25.3,2004,"Comedy, Drama, Romance",6,613,"en","United States of America","Dec 29, 2004","A very human story of the unlikely relationship between two men who find their satisfying, status quo existences disrupted by the startling truth that they no longer have any control over both the professional and personal sides of their lives.  (Universal)",187,"Paul Weitz","Paul Weitz","1 h 49 m",1,49,109,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
88,"Sky Captain and the World of Tomorrow",57947036,37762677,65.2,20184359,34.8,2004,"Mystery, Action, Thriller, Science Fiction, Adventure",5.901,1247,"en","Italy, United Kingdom, United States of America","Sep 17, 2004","Famous scientists around the world have mysteriously disappeared, and reporter Polly Perkins (Paltrow) along with ace aviator Sky Captain (Law) are on the investigation. Risking their lives as they travel to exotic places around the world, can the fearless duo stop Dr. Totenkopf, the evil mastermind behind a plot to destroy the earth? Aided by Frankie Cook (Jolie), commander of an all-female amphibious squadron, and technical genius Dex (Ribisi), Polly and Sky Captain may be our planet's only hope.  (Paramount)",130,"Kerry Conran","Kerry Conran","1 h 46 m",1,46,106,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
89,"Cellular",57678321,32003620,55.5,25674701,44.5,2004,"Action, Thriller, Drama, Crime",6.384,1903,"en","United States of America, Germany","Sep 10, 2004","A random wrong number on his cell phone sends a young man into a high-stakes race against time to save a woman's life. [New Line Cinema]",118,"David R. Ellis","Larry Cohen, Chris Morgan","1 h 34 m",1,34,94,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
90,"The Motorcycle Diaries",57663224,16781387,29.1,40881837,70.9,2004,"Drama",7.429,1275,"es","Argentina, France, United Kingdom, United States of America","Sep 24, 2004","This film follows an inspiring journey of self-discovery and traces the youthful origins of a revolutionary heart, Che Guevara.  (Focus Features)",51,"Walter Salles","Ernesto 'Che' Guevara, Alberto Granado, Jose Rivera","2 h 6 m",2,6,126,"2000-2008","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
92,"Walking Tall",57223890,46437717,81.2,10786173,18.8,2004,"Adventure, Drama, Action, Thriller",6.305,1497,"en","United States of America","Feb 22, 1973","Based on the life of Tennessee sheriff Buford Pusser whom almost single-handily cleaned up his small town of crime and corruption, but at a personal cost of his family life and nearly his own life.",72,"Kevin Bray","Mort Briskin, David Klass, Channing Gibson, David Levien, Brian Koppelman","1 h 26 m",1,26,86,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
92,"Walking Tall",57223890,46437717,81.2,10786173,18.8,2004,"Adventure, Drama, Action, Thriller",6.305,1497,"en","United States of America","Feb 22, 1973","Based on the life of Tennessee sheriff Buford Pusser whom almost single-handily cleaned up his small town of crime and corruption, but at a personal cost of his family life and nearly his own life.",72,"Kevin Bray","Mort Briskin, David Klass, Channing Gibson, David Levien, Brian Koppelman","1 h 26 m",1,26,86,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
92,"Walking Tall",57223890,46437717,81.2,10786173,18.8,2004,"Adventure, Drama, Action, Thriller",6.305,1497,"en","United States of America","Apr 2, 2004","A retired U.S. Special Forces soldier returns to his hometown to renew old relationships and make a new life for himself.  But while he was away, his boyhood town wasted away to a dilapidated, crime-ridden shell of itself.   (MGM)",72,"Kevin Bray","Mort Briskin, David Klass, Channing Gibson, David Levien, Brian Koppelman","1 h 26 m",1,26,86,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
92,"Walking Tall",57223890,46437717,81.2,10786173,18.8,2004,"Adventure, Drama, Action, Thriller",6.305,1497,"en","United States of America","Apr 2, 2004","A retired U.S. Special Forces soldier returns to his hometown to renew old relationships and make a new life for himself.  But while he was away, his boyhood town wasted away to a dilapidated, crime-ridden shell of itself.   (MGM)",72,"Kevin Bray","Mort Briskin, David Klass, Channing Gibson, David Levien, Brian Koppelman","1 h 26 m",1,26,86,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
93,"Spanglish",55470154,42726869,77,12743285,23,2004,"Comedy",6.007,1276,"en","United States of America","Dec 17, 2004","A look at cultures colliding, as a beautiful native Mexican woman (Vega) becomes the housekeeper for an affluent Los Angeles family (Sandler, Leoni). Of all the horrifying pitfalls she worried about in this new culture, she never fathomed the peril of being truly embraced by an upscale American family.  (Sony)",115,"James L. Brooks","James L. Brooks","2 h 11 m",2,11,131,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
94,"The Punisher",54700105,33810189,61.8,20889916,38.2,2004,"Action, Crime, Drama",6.35,2821,"en","Germany, United States of America","Apr 16, 2004","Marvel's unstoppable vigilante hits the big screen.  After losing his family in to mob violence, undercover FBI agent and former Marine Frank Castle (Jane) decides to dedicate himself fully to the eradication of crime from America.",706,"Jonathan Hensleigh","Jonathan Hensleigh, Michael France","2 h 4 m",2,4,124,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
95,"Open Water",54683487,30610863,56,24072624,44,2004,"Drama, Thriller, Horror",5.5,1054,"en","United States of America","Aug 6, 2004","Based on true events, Open Water follows an American couple on an island holiday that turns into an ordeal when they are left behind on a scuba expedition.",72,"Chris Kentis","Chris Kentis","1 h 19 m",1,19,79,"2000-2008","Thriller",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
96,"Team America: World Police",50826898,32786074,64.5,18040824,35.5,2004,"Adventure, Action, Comedy",6.715,1850,"en","United States of America, Germany","Oct 15, 2004","This action adventure from the creators of ""South Park"" features an all-marionette cast as Team America, an international police force dedicated to maintaining global stability.  [Paramount] 
",157,"Trey Parker","Trey Parker, Matt Stone, Pam Brady","1 h 38 m",1,38,98,"2000-2008","Action",6.54830329153605,156739315.50209,"High Rating & Low Gross"
97,"You Got Served",50576805,40363810,79.8,10212995,20.2,2004,"Music, Drama",6.4,426,"en","United States of America","Jan 30, 2004","A new fable for the hip hop age, where the best street dancers pit their moves and their passion for a chance to turn their talent into their dreams.  (Screen Gems)",22,"Chris Stokes","Chris Stokes","1 h 35 m",1,35,95,"2000-2008","Drama",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
98,"Raising Helen",49718611,37486512,75.4,12232099,24.6,2004,"Drama, Comedy, Romance",6.138,654,"en","United States of America","May 26, 2004","Helen Harris's carefree lifestyle comes to a screeching halt when she learns that she is now responsible for her sister's three children.  She comes to realize that the choice she has to make is between the life she's always loved and the new loves of her life.  (Touchstone Pictures)",22,"Garry Marshall","Patrick J. Clifton, Beth Rigazio, Jack Amiel, Michael Begler","1 h 59 m",1,59,119,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
99,"Fat Albert",48551322,48116322,99.1,435000,0.9,2004,"Comedy, Family, Fantasy",5.088,255,"en","United States of America","Dec 25, 2004","As Fat Albert makes the jump to the big screen, its much beloved characters face challenges they couldn't have dreamed of as cartoon figures. By stepping out into the ""real world,"" becoming fleash-and-blood, Fat Albert's ""old-school"" '50s-era sensibility makes him, and the Cosby Kids, fish out of water in today's world.  (20th Century Fox)",21,"Joel Zwick","Bill Cosby, Charles Kipps","1 h 33 m",1,33,93,"2000-2008","Fantasy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
101,"Napoleon Dynamite",46118097,44540956,96.6,1577141,3.4,2004,"Comedy",6.773,1881,"en","United States of America","Jun 11, 2004","From Preston, Idaho comes Napoleon Dynamite (Heder), a new kind of hero complete with a tight red 'fro, some sweet moon boots and skills that can't be topped.  (Fox Searchlight Pictures)",241,"Jared Hess","Jared Hess, Jerusha Hess","1 h 22 m",1,22,82,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
102,"The Sea Inside",43685449,2104923,4.8,41580526,95.2,2004,"Drama",7.571,912,"es","France, Italy, Spain, United States of America","Dec 17, 2004","Based on the profoundly moving true story that captured the world's attention, The Sea Inside is about Spaniard Ramon Sampedro (Bardem), who fought a 30-year campaign to win the right to end his life with dignity.  The film is the story of Ramon's relationships with two women: Julia (Rueda), a lawyer who supports his cause, and Rosa (Duenas), a local woman who wants to convince him that life is worth living.  (Fine Line Features)",43,"Alejandro Amenábar","Alejandro Amenábar, Mateo Gil","2 h 5 m",2,5,125,"2000-2008","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
103,"Wimbledon",41682237,17001133,40.8,24681104,59.2,2004,"Comedy, Romance",6.22,992,"en","France, United Kingdom","Sep 17, 2004","A sweet and funny tale of romance across the net between an unlucky wild card player (Bettany) and an American star (Dunst) at Wimbledon.  (Universal)",75,"Richard Loncraine","Adam Brooks, Jennifer Flackett, Mark Levin","1 h 38 m",1,38,98,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
104,"Twisted",40954603,25198598,61.5,15756005,38.5,2004,"Action, Adventure, Crime, Drama, Thriller",5.563,525,"en","Germany, United States of America","Feb 27, 2004","Newly promoted police inspector Jessica Shepard (Judd) is searching for a serial killer, and is shocked to discover that the men she has recently slept with are the victims.  (Paramount)",80,"Philip Kaufman","Sarah Thorp","1 h 37 m",1,37,97,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
105,"Bad Education",40350837,5211842,12.9,35138995,87.1,2004,"Drama, Crime",7.373,954,"es","Belgium, Spain","Nov 19, 2004","In the early 60s, two boys - Ignacio and Enrique - discover love, movies and fear in a Christian school. Father Manolo, the school principal and Literature teacher, both witnesses and takes part in these discoveries. The three characters come against one another twice again, in the late 70s and in 1980. These meetings are set to change the life and death of some of them.  (Club Cultura)",58,"Pedro Almodóvar","Pedro Almodóvar","1 h 46 m",1,46,106,"2000-2008","Crime",6.54830329153605,156739315.50209,"High Rating & Low Gross"
105,"Bad Education",40350837,5211842,12.9,35138995,87.1,2004,"Drama, Crime",7.373,954,"es","Belgium, Spain","Nov 19, 2004","In the early 60s, two boys - Ignacio and Enrique - discover love, movies and fear in a Christian school. Father Manolo, the school principal and Literature teacher, both witnesses and takes part in these discoveries. The three characters come against one another twice again, in the late 70s and in 1980. These meetings are set to change the life and death of some of them.  (Club Cultura)",58,"Pedro Almodóvar","Pedro Almodóvar","1 h 46 m",1,46,106,"2000-2008","Crime",6.54830329153605,156739315.50209,"High Rating & Low Gross"
105,"Bad Education",40350837,5211842,12.9,35138995,87.1,2004,"Drama, Crime",7.373,954,"es","Belgium, Spain","Apr 25, 2020","Long Island school superintendent Frank Tassone (Hugh Jackman) and his assistant superintendent for business, Pam Gluckin (Allison Janney), are credited with bringing Roslyn School District unprecedented prestige. Frank, always immaculately groomed and tailored, is a master of positive messaging, whether before an audience of community leaders or in an office with a concerned student or parent. In short, it seems Frank can do no wrong. That is, until a plucky student reporter (Geraldine Viswanathan) decides to dig deep into some expense reports and begins to uncover an embezzlement scheme of epic proportions, prompting Frank to devise an elaborate cover-up — by any means necessary. [TIFF]",58,"Pedro Almodóvar","Pedro Almodóvar","1 h 46 m",1,46,106,"2000-2008","Crime",6.54830329153605,156739315.50209,"High Rating & Low Gross"
105,"Bad Education",40350837,5211842,12.9,35138995,87.1,2004,"Drama, Crime",7.373,954,"es","Belgium, Spain","Apr 25, 2020","Long Island school superintendent Frank Tassone (Hugh Jackman) and his assistant superintendent for business, Pam Gluckin (Allison Janney), are credited with bringing Roslyn School District unprecedented prestige. Frank, always immaculately groomed and tailored, is a master of positive messaging, whether before an audience of community leaders or in an office with a concerned student or parent. In short, it seems Frank can do no wrong. That is, until a plucky student reporter (Geraldine Viswanathan) decides to dig deep into some expense reports and begins to uncover an embezzlement scheme of epic proportions, prompting Frank to devise an elaborate cover-up — by any means necessary. [TIFF]",58,"Pedro Almodóvar","Pedro Almodóvar","1 h 46 m",1,46,106,"2000-2008","Crime",6.54830329153605,156739315.50209,"High Rating & Low Gross"
107,"The Prince and Me",37666766,28176497,74.8,9490269,25.2,2004,"Comedy, Romance",6.198,990,"en","Czech Republic, Switzerland, United States of America","Apr 2, 2004","Paige, a pre-med student from Wisconsin, is on the fast track toward her lifelong goals. Edward, the Crown Prince of Denmark, is trying to escape a life he never chose. Needing an escape from his royal life, Edward treks to Wisconsin and poses as ""Eddie,"" a college student. Now they've fallen in love and Edward is in line to become King. Paige has to choose between two dreams -- becoming a princess or the doctor she's always wanted to be.  (Paramount Pictures)",26,"Martha Coolidge","Mark Amin, Katherine Fugate, Jack Amiel, Michael Begler","1 h 51 m",1,51,111,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
108,"Garden State",35825316,26782316,74.8,9043000,25.2,2004,"Comedy, Drama, Romance",7.082,1834,"en","United States of America","Jul 28, 2004","Andrew Largeman (Braff) shuffled through life in a lithium-induced coma until his mother's death inspired a vacation from the pills to see what might happen. When he travels from L.A. back to his hometown, he meets Sam (Portman), a girl who is everything he isn't. Her warmth and fearlessness give him the courage to open his heart to the joy and pain of the infinite abyss that is life.  (Fox Searchlight Pictures)",235,"Zach Braff","Zach Braff","1 h 42 m",1,42,102,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
109,"Jersey Girl",35492921,25268157,71.2,10224764,28.8,2004,"Comedy, Romance, Drama",6.183,1033,"en","United States of America","Mar 26, 2004","An honest, heartfelt and often amusing story about the man who wanted it all but got all that he needed.  (Miramax Films)",111,"Kevin Smith","Kevin Smith","1 h 42 m",1,42,102,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
110,"Alfie",35060882,13399812,38.2,21661070,61.8,2004,"Comedy, Drama, Romance",5.823,803,"en","United Kingdom, United States of America","Nov 5, 2004","A stylish reinvention of the 1960's classic, Alfie is a humorous, sexy and often touching tale of a philosophical womanizer (Law) who is forced to question his seemingly carefree existence.  (Paramount)",51,"Charles Shyer","Bill Naughton, Elaine Pope, Charles Shyer","1 h 43 m",1,43,103,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
111,"Flight of the Phoenix",35021497,21009180,60,14012317,40,2004,"Action, Adventure, Drama",5.99,864,"en","United States of America","Dec 17, 2004","This action-adventure features a group of air crash survivors who are stranded in the Mongolian desert with no chance of rescue. Facing a brutal environment, dwindling resources and an attack by desert smugglers, they realize their only hope is doing the ""impossible"": building a new plane from the wreckage.  (20th Century Fox)",78,"John Moore","Lukas Heller, Scott Frank, Edward Burns","1 h 53 m",1,53,113,"2000-2008","Action",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
112,"The Life Aquatic with Steve Zissou",34808403,24020403,69,10788000,31,2004,"Adventure, Comedy, Drama",7.088,2871,"en","United States of America","Dec 10, 2004","Internationally famous oceanographer Steve Zissou (Murray) and his crew set sail on an expedition to hunt down the mysterious, elusive, possibly non-existent Jaguar Shark that killed Zissou's partner during the documentary filming of their latest adventure.  (Touchstone Pictures)",198,"Wes Anderson","Wes Anderson, Noah Baumbach","1 h 59 m",1,59,119,"2000-2008","Adventure",6.54830329153605,156739315.50209,"High Rating & Low Gross"
114,"Hotel Rwanda",33882243,23530892,69.4,10351351,30.6,2004,"Drama, History, War",7.715,2851,"en","Italy, South Africa, United Kingdom, United States of America","Dec 22, 2004","Based on true events from the civil war in Rwanda, this film profiles Paul Rusesabagina (Don Cheadle), the manager of a luxury hotel who opened his establishment to Tutsi refugees despite the danger to himself and his family.",223,"Terry George","Keir Pearson, Terry George","2 h 1 m",2,1,121,"2000-2008","Drama",6.54830329153605,156739315.50209,"High Rating & Low Gross"
115,"Confessions of a Teenage Drama Queen",33251890,29331068,88.2,3920822,11.8,2004,"Comedy",5.7,892,"en","Germany, United States of America","Feb 20, 2004","Lola (Lohan) feels her life is simply not worth living when she moves with her family from every single thing on the planet that she loves (read: the Big Apple) and is plunked down in the middle of the cultural wasteland that is suburban New Jersey.  How will this New York doll ever make it as a Jersey girl?  (Disney)",28,"Sara Sugarman","Dyan Sheldon, Gail Parent","1 h 29 m",1,29,89,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
117,"Johnson Family Vacation",31326183,31203964,99.6,122219,0.4,2004,"Comedy, Family",5.5,190,"en","United States of America","Apr 7, 2004","Nate Johnson (Cedric the Entertainer) sets out on a cross-country trek from California to Missouri, with three unruly kids and one unsatisfied wife in tow, in order to attend the Johnson clan's annual reunion/grudge match.  Not since the Griswolds headed to California has a family excursion veered so hysterically astray. (Fox Searchlight Pictures)",231,"Christopher Erskin","Todd R. Jones, Earl Richey Jones","1 h 37 m",1,37,97,"2000-2008","Comedy",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
118,"The Girl Next Door",30381722,14589444,48,15792278,52,2004,"Comedy, Romance",6.725,3545,"en","Switzerland, United States of America","Apr 14, 2000","Christine Fugate's documentary tells the story of how Stacy Valentine transformed herself from Oklahoma housewife to porn star.  Valentine comes to terms with her motives for entering the adult film industry, struggling between self-esteem building and financial benefits of this choice and her growing dissolutionment.",31,"Gregory Wilson","Daniel Farrands, Philip Nutman, Jack Ketchum","1 h 31 m",1,31,91,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
118,"The Girl Next Door",30381722,14589444,48,15792278,52,2004,"Comedy, Romance",6.725,3545,"en","Switzerland, United States of America","Apr 14, 2000","Christine Fugate's documentary tells the story of how Stacy Valentine transformed herself from Oklahoma housewife to porn star.  Valentine comes to terms with her motives for entering the adult film industry, struggling between self-esteem building and financial benefits of this choice and her growing dissolutionment.",31,"Gregory Wilson","Daniel Farrands, Philip Nutman, Jack Ketchum","1 h 31 m",1,31,91,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
118,"The Girl Next Door",30381722,14589444,48,15792278,52,2004,"Comedy, Romance",6.725,3545,"en","Switzerland, United States of America","Apr 9, 2004","Eighteen-year-old Matthew Kidman (Hirsch) is a straight-arrow over-achiever who has never really lived life, until he falls for his new neighbor, the beautiful and seemingly innocent Danielle (Cuthbert).  When Matthew discovers this perfect ""girl next door"" is a one-time porn star, his sheltered existence begins to spin out of control.  (20th Century Fox)",31,"Gregory Wilson","Daniel Farrands, Philip Nutman, Jack Ketchum","1 h 31 m",1,31,91,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
118,"The Girl Next Door",30381722,14589444,48,15792278,52,2004,"Comedy, Romance",6.725,3545,"en","Switzerland, United States of America","Apr 9, 2004","Eighteen-year-old Matthew Kidman (Hirsch) is a straight-arrow over-achiever who has never really lived life, until he falls for his new neighbor, the beautiful and seemingly innocent Danielle (Cuthbert).  When Matthew discovers this perfect ""girl next door"" is a one-time porn star, his sheltered existence begins to spin out of control.  (20th Century Fox)",31,"Gregory Wilson","Daniel Farrands, Philip Nutman, Jack Ketchum","1 h 31 m",1,31,91,"2000-2008","Comedy",6.54830329153605,156739315.50209,"High Rating & Low Gross"
119,"Godsend",30120671,14379751,47.7,15740920,52.3,2004,"Drama, Horror, Science Fiction, Thriller",4.863,485,"en","Canada, United States of America","Apr 30, 2004","Paul and Jessie Duncan (Kinnear, Romijn-Stamos) have lost their beloved eight year-old son Adam (Bright) in a tragic accident. As they are arranging for his burial, Dr. Richard Wells (De Niro) approaches with the incredible offer to clone, and bring back their boy.  (Lions Gate Films)",50,"Frank M. Calo, 
    
      Nick Hamm","Mark Bomback","1 h 42 m",1,42,102,"2000-2008","Science Fiction",6.54830329153605,156739315.50209,"Low Rating & Low Gross"
